Komentar,Case Folding,Remove Number & Remove Punctuation,Tokenizing,Remove Stop Word,Stemming,Perbaikan Kata
"@kemenkes_ri  maaf min, guna vaksin apa ya?, temen saya habis vaksin malah positif covid, padahal tadinya dy fisik kuat, setelah vaksin malah positif ??", maaf min guna vaksin apa ya temen saya habis vaksin malah positif covid padahal tadinya dy fisik kuat setelah vaksin malah positif , maaf min guna vaksin apa ya temen saya habis vaksin malah positif covid padahal tadinya dy fisik kuat setelah vaksin malah positif ,"['maaf', 'min', 'guna', 'vaksin', 'apa', 'ya', 'temen', 'saya', 'habis', 'vaksin', 'malah', 'positif', 'covid', 'padahal', 'tadinya', 'dy', 'fisik', 'kuat', 'setelah', 'vaksin', 'malah', 'positif']","['maaf', 'min', 'vaksin', 'ya', 'temen', 'habis', 'vaksin', 'positif', 'covid', 'dy', 'fisik', 'kuat', 'vaksin', 'positif']","['maaf', 'min', 'vaksin', 'ya', 'temen', 'habis', 'vaksin', 'positif', 'covid', 'dy', 'fisik', 'kuat', 'vaksin', 'positif']",maaf admin vaksin ya teman habis vaksin positif covid dia fisik kuat vaksin positif
Mau minta tlg diinfo ke kemenkes_ri & dinkes utk vaksin umur 18thn ke atas dipermudah jalurnya jgn ribet syaratnya jg aturannya yg masih 50rhn ke atas saja. Krn di jogja utk umur 18thn ke atas msh blm dibuka. Siapa tau ada yg baca ini trus bisa dipermudah bagi org2 yg mau vaksin sehingga apa yg selalu didengungkan vaksin vaksin oleh presiden serta prmerintag bisa cepat tercapai maximal. Trm ksh ??,mau minta tlg diinfo ke kemenkes_ri dinkes utk vaksin umur thn ke atas dipermudah jalurnya jgn ribet syaratnya jg aturannya yg masih rhn ke atas saja krn di jogja utk umur thn ke atas msh blm dibuka siapa tau ada yg baca ini trus bisa dipermudah bagi org yg mau vaksin sehingga apa yg selalu didengungkan vaksin vaksin oleh presiden serta prmerintag bisa cepat tercapai maximal trm ksh ,mau minta tlg diinfo ke kemenkes_ri dinkes utk vaksin umur thn ke atas dipermudah jalurnya jgn ribet syaratnya jg aturannya yg masih rhn ke atas saja krn di jogja utk umur thn ke atas msh blm dibuka siapa tau ada yg baca ini trus bisa dipermudah bagi org yg mau vaksin sehingga apa yg selalu didengungkan vaksin vaksin oleh presiden serta prmerintag bisa cepat tercapai maximal trm ksh ,"['mau', 'minta', 'tlg', 'diinfo', 'ke', 'kemenkes_ri', 'dinkes', 'utk', 'vaksin', 'umur', 'thn', 'ke', 'atas', 'dipermudah', 'jalurnya', 'jgn', 'ribet', 'syaratnya', 'jg', 'aturannya', 'yg', 'masih', 'rhn', 'ke', 'atas', 'saja', 'krn', 'di', 'jogja', 'utk', 'umur', 'thn', 'ke', 'atas', 'msh', 'blm', 'dibuka', 'siapa', 'tau', 'ada', 'yg', 'baca', 'ini', 'trus', 'bisa', 'dipermudah', 'bagi', 'org', 'yg', 'mau', 'vaksin', 'sehingga', 'apa', 'yg', 'selalu', 'didengungkan', 'vaksin', 'vaksin', 'oleh', 'presiden', 'serta', 'prmerintag', 'bisa', 'cepat', 'tercapai', 'maximal', 'trm', 'ksh']","['tlg', 'diinfo', 'kemenkes_ri', 'dinkes', 'utk', 'vaksin', 'umur', 'thn', 'dipermudah', 'jalurnya', 'jgn', 'ribet', 'syaratnya', 'jg', 'aturannya', 'yg', 'rhn', 'krn', 'jogja', 'utk', 'umur', 'thn', 'msh', 'blm', 'dibuka', 'tau', 'yg', 'baca', 'trus', 'dipermudah', 'org', 'yg', 'vaksin', 'yg', 'didengungkan', 'vaksin', 'vaksin', 'presiden', 'prmerintag', 'cepat', 'tercapai', 'maximal', 'trm', 'ksh']","['tlg', 'info', 'kemenkes ri', 'dinkes', 'utk', 'vaksin', 'umur', 'thn', 'mudah', 'jalur', 'jgn', 'ribet', 'syarat', 'jg', 'atur', 'yg', 'rhn', 'krn', 'jogja', 'utk', 'umur', 'thn', 'msh', 'blm', 'buka', 'tau', 'yg', 'baca', 'trus', 'mudah', 'org', 'yg', 'vaksin', 'yg', 'dengung', 'vaksin', 'vaksin', 'presiden', 'prmerintag', 'cepat', 'capai', 'maximal', 'trm', 'ksh']",tolong informasi kemenkes ri dinkes untuk vaksin umur tahun mudah jalur jangan ribet syarat juga atur yang tahun karena jogja untuk umur tahun masih belum buka tau yang baca terus mudah orang yang vaksin yang dengung vaksin vaksin presiden perintah cepat capai maksimal terima kasih
"belum kebagian jadwal.vaksin, gmna biar dapat",belum kebagian jadwalvaksin gmna biar dapat,belum kebagian jadwalvaksin gmna biar dapat,"['belum', 'kebagian', 'jadwalvaksin', 'gmna', 'biar', 'dapat']","['kebagian', 'jadwalvaksin', 'gmna', 'biar']","['bagi', 'jadwalvaksin', 'gmna', 'biar']",bagi jadwal vaksin bagaimana biar
"Anakku sudah vaksin 2 X , tapi susah menjalankan yg tambahan 2 M itu .??. Aku mengingat itu ,  malah dibilang alay .  Jd malas ngomongin ??",anakku sudah vaksin x tapi susah menjalankan yg tambahan m itu aku mengingat itu malah dibilang alay jd malas ngomongin ,anakku sudah vaksin x tapi susah menjalankan yg tambahan m itu aku mengingat itu malah dibilang alay jd malas ngomongin ,"['anakku', 'sudah', 'vaksin', 'x', 'tapi', 'susah', 'menjalankan', 'yg', 'tambahan', 'm', 'itu', 'aku', 'mengingat', 'itu', 'malah', 'dibilang', 'alay', 'jd', 'malas', 'ngomongin']","['anakku', 'vaksin', 'x', 'susah', 'menjalankan', 'yg', 'tambahan', 'm', 'dibilang', 'alay', 'jd', 'malas', 'ngomongin']","['anak', 'vaksin', 'x', 'susah', 'jalan', 'yg', 'tambah', 'm', 'bilang', 'alay', 'jd', 'malas', 'ngomongin']",anak vaksin kali susah jalan yang tambah m bilang alay jadi malas omong
"Pak mau tanya, saya sudah divaksin tetapi belum ada informasi untuk vaksin kedua, dan saat saya cek app untuk data org yg sudah di vaksin tp NIK saya tidak termasuk, kira2 harus kemana ya  untuk memastikan lokasi vaksin kedua dan mendapatkan sertifikat sudah divaksin??? Terima kasih.",pak mau tanya saya sudah divaksin tetapi belum ada informasi untuk vaksin kedua dan saat saya cek app untuk data org yg sudah di vaksin tp nik saya tidak termasuk kira harus kemana ya untuk memastikan lokasi vaksin kedua dan mendapatkan sertifikat sudah divaksin terima kasih,pak mau tanya saya sudah divaksin tetapi belum ada informasi untuk vaksin kedua dan saat saya cek app untuk data org yg sudah di vaksin tp nik saya tidak termasuk kira harus kemana ya untuk memastikan lokasi vaksin kedua dan mendapatkan sertifikat sudah divaksin terima kasih,"['pak', 'mau', 'tanya', 'saya', 'sudah', 'divaksin', 'tetapi', 'belum', 'ada', 'informasi', 'untuk', 'vaksin', 'kedua', 'dan', 'saat', 'saya', 'cek', 'app', 'untuk', 'data', 'org', 'yg', 'sudah', 'di', 'vaksin', 'tp', 'nik', 'saya', 'tidak', 'termasuk', 'kira', 'harus', 'kemana', 'ya', 'untuk', 'memastikan', 'lokasi', 'vaksin', 'kedua', 'dan', 'mendapatkan', 'sertifikat', 'sudah', 'divaksin', 'terima', 'kasih']","['divaksin', 'informasi', 'vaksin', 'cek', 'app', 'data', 'org', 'yg', 'vaksin', 'tp', 'nik', 'kemana', 'ya', 'lokasi', 'vaksin', 'sertifikat', 'divaksin', 'terima', 'kasih']","['vaksin', 'informasi', 'vaksin', 'cek', 'app', 'data', 'org', 'yg', 'vaksin', 'tp', 'nik', 'mana', 'ya', 'lokasi', 'vaksin', 'sertifikat', 'vaksin', 'terima', 'kasih']",vaksin informasi vaksin cek aplikasi data orang yang vaksin tapi nik mana ya lokasi vaksin sertifikat vaksin terima kasih
Andai vaksin dalam bentuk kapsul saya pasti paling depan saya takut jarum suntik soalnya jadi gak berani vaksin takut pingsan di tempat,andai vaksin dalam bentuk kapsul saya pasti paling depan saya takut jarum suntik soalnya jadi gak berani vaksin takut pingsan di tempat,andai vaksin dalam bentuk kapsul saya pasti paling depan saya takut jarum suntik soalnya jadi gak berani vaksin takut pingsan di tempat,"['andai', 'vaksin', 'dalam', 'bentuk', 'kapsul', 'saya', 'pasti', 'paling', 'depan', 'saya', 'takut', 'jarum', 'suntik', 'soalnya', 'jadi', 'gak', 'berani', 'vaksin', 'takut', 'pingsan', 'di', 'tempat']","['andai', 'vaksin', 'bentuk', 'kapsul', 'takut', 'jarum', 'suntik', 'gak', 'berani', 'vaksin', 'takut', 'pingsan']","['andai', 'vaksin', 'bentuk', 'kapsul', 'takut', 'jarum', 'suntik', 'gak', 'berani', 'vaksin', 'takut', 'pingsan']",andai vaksin bentuk kapsul takut jarum suntik tidak berani vaksin takut pingsan
@kemenkes_ri bisa daftar online kah? Saya coba cari informasi ttg vaksin tapi sangat sulit. Ada dari broadcast WA tp belum tentu valid., bisa daftar online kah saya coba cari informasi ttg vaksin tapi sangat sulit ada dari broadcast wa tp belum tentu valid, bisa daftar online kah saya coba cari informasi ttg vaksin tapi sangat sulit ada dari broadcast wa tp belum tentu valid,"['bisa', 'daftar', 'online', 'kah', 'saya', 'coba', 'cari', 'informasi', 'ttg', 'vaksin', 'tapi', 'sangat', 'sulit', 'ada', 'dari', 'broadcast', 'wa', 'tp', 'belum', 'tentu', 'valid']","['daftar', 'online', 'kah', 'coba', 'cari', 'informasi', 'ttg', 'vaksin', 'sulit', 'broadcast', 'wa', 'tp', 'valid']","['daftar', 'online', 'kah', 'coba', 'cari', 'informasi', 'ttg', 'vaksin', 'sulit', 'broadcast', 'wa', 'tp', 'valid']",daftar online kah coba cari informasi tentang vaksin sulit broadcast wa tapi valid
Yuk vaksin utk ?????,yuk vaksin utk ,yuk vaksin utk ,"['yuk', 'vaksin', 'utk']","['yuk', 'vaksin', 'utk']","['yuk', 'vaksin', 'utk']",yuk vaksin untuk
@kemenkes_ri TOLONG DI JAWAB PERTANYAAN SAYA... PEMERINTAH SDG MENCANANGKAN VAKSIN SY WARGA YG SIAP DI VAKSIN TP MSH KHAWATIR DGN PENYAKIT ASMA SAYA DAN SY IBU MENYUSUI...SY DAN BAYI SY JG INGIN SELAMAT, tolong di jawab pertanyaan saya pemerintah sdg mencanangkan vaksin sy warga yg siap di vaksin tp msh khawatir dgn penyakit asma saya dan sy ibu menyusuisy dan bayi sy jg ingin selamat, tolong di jawab pertanyaan saya pemerintah sdg mencanangkan vaksin sy warga yg siap di vaksin tp msh khawatir dgn penyakit asma saya dan sy ibu menyusuisy dan bayi sy jg ingin selamat,"['tolong', 'di', 'jawab', 'pertanyaan', 'saya', 'pemerintah', 'sdg', 'mencanangkan', 'vaksin', 'sy', 'warga', 'yg', 'siap', 'di', 'vaksin', 'tp', 'msh', 'khawatir', 'dgn', 'penyakit', 'asma', 'saya', 'dan', 'sy', 'ibu', 'menyusuisy', 'dan', 'bayi', 'sy', 'jg', 'ingin', 'selamat']","['tolong', 'pemerintah', 'sdg', 'mencanangkan', 'vaksin', 'sy', 'warga', 'yg', 'vaksin', 'tp', 'msh', 'khawatir', 'dgn', 'penyakit', 'asma', 'sy', 'menyusuisy', 'bayi', 'sy', 'jg', 'selamat']","['tolong', 'perintah', 'sdg', 'canang', 'vaksin', 'sy', 'warga', 'yg', 'vaksin', 'tp', 'msh', 'khawatir', 'dgn', 'sakit', 'asma', 'sy', 'menyusuisy', 'bayi', 'sy', 'jg', 'selamat']",tolong perintah sedang canang vaksin saya warga yang vaksin tapi masih khawatir dengan sakit asma saya susu bayi saya juga selamat
Msh bgung trs fungsi vaksin itu apa ?,msh bgung trs fungsi vaksin itu apa ,msh bgung trs fungsi vaksin itu apa ,"['msh', 'bgung', 'trs', 'fungsi', 'vaksin', 'itu', 'apa']","['msh', 'bgung', 'trs', 'fungsi', 'vaksin']","['msh', 'bgung', 'trs', 'fungsi', 'vaksin']",masih bingung terus fungsi vaksin
"@kemenkes_ri @drtanshotyen Klo ada riwayat komorbid asma dan alergi parah bagaimana? Bisakah mendaftar vaksin? Januari 2021 lalu saya juga baru sembuh dari covid19, mohon pencerahannya ??... takutnya krn ada komorbid, saya malah ditolak vaksin.", klo ada riwayat komorbid asma dan alergi parah bagaimana bisakah mendaftar vaksin januari lalu saya juga baru sembuh dari covid mohon pencerahannya takutnya krn ada komorbid saya malah ditolak vaksin, klo ada riwayat komorbid asma dan alergi parah bagaimana bisakah mendaftar vaksin januari lalu saya juga baru sembuh dari covid mohon pencerahannya takutnya krn ada komorbid saya malah ditolak vaksin,"['klo', 'ada', 'riwayat', 'komorbid', 'asma', 'dan', 'alergi', 'parah', 'bagaimana', 'bisakah', 'mendaftar', 'vaksin', 'januari', 'lalu', 'saya', 'juga', 'baru', 'sembuh', 'dari', 'covid', 'mohon', 'pencerahannya', 'takutnya', 'krn', 'ada', 'komorbid', 'saya', 'malah', 'ditolak', 'vaksin']","['klo', 'riwayat', 'komorbid', 'asma', 'alergi', 'parah', 'mendaftar', 'vaksin', 'januari', 'sembuh', 'covid', 'mohon', 'pencerahannya', 'takutnya', 'krn', 'komorbid', 'ditolak', 'vaksin']","['klo', 'riwayat', 'komorbid', 'asma', 'alergi', 'parah', 'daftar', 'vaksin', 'januari', 'sembuh', 'covid', 'mohon', 'cerah', 'takut', 'krn', 'komorbid', 'tolak', 'vaksin']",kalau riwayat komorbid asma alergi parah daftar vaksin januari sembuh covid mohon cerah takut karena komorbid tolak vaksin
Mau vaksin tapi takut kalo ada penyakit bawaan,mau vaksin tapi takut kalo ada penyakit bawaan,mau vaksin tapi takut kalo ada penyakit bawaan,"['mau', 'vaksin', 'tapi', 'takut', 'kalo', 'ada', 'penyakit', 'bawaan']","['vaksin', 'takut', 'kalo', 'penyakit', 'bawaan']","['vaksin', 'takut', 'kalo', 'sakit', 'bawa']",vaksin takut kalau sakit bawa
Tolong saya vaksinya astrazenecca badan pegel2 kek digebukin org sekampung panas demam apakaha berbahaya?,tolong saya vaksinya astrazenecca badan pegel kek digebukin org sekampung panas demam apakaha berbahaya,tolong saya vaksinya astrazenecca badan pegel kek digebukin org sekampung panas demam apakaha berbahaya,"['tolong', 'saya', 'vaksinya', 'astrazenecca', 'badan', 'pegel', 'kek', 'digebukin', 'org', 'sekampung', 'panas', 'demam', 'apakaha', 'berbahaya']","['tolong', 'vaksinya', 'astrazenecca', 'badan', 'pegel', 'kek', 'digebukin', 'org', 'sekampung', 'panas', 'demam', 'apakaha', 'berbahaya']","['tolong', 'vaksinya', 'astrazenecca', 'badan', 'gel', 'kek', 'digebukin', 'org', 'kampung', 'panas', 'demam', 'apakaha', 'bahaya']",tolong vaksin astrazeneca badan pegal kayak gebuk orang kampung panas demam apakah bahaya
Masyarakat Harus pake vaksin pejabat ??,masyarakat harus pake vaksin pejabat ,masyarakat harus pake vaksin pejabat ,"['masyarakat', 'harus', 'pake', 'vaksin', 'pejabat']","['masyarakat', 'pake', 'vaksin', 'pejabat']","['masyarakat', 'pake', 'vaksin', 'jabat']",masyarakat pakai vaksin jabat
"vaksinasi minimal 180juta penduduk, laju vaksinasi 1juta/hari, berarti 30juta/sebulan, berarti sabar pandemi&prokes 6bulan lagi itupun baru separo dosis alias suntikan pertama??",vaksinasi minimal juta penduduk laju vaksinasi jutahari berarti jutasebulan berarti sabar pandemiprokes bulan lagi itupun baru separo dosis alias suntikan pertama,vaksinasi minimal juta penduduk laju vaksinasi jutahari berarti jutasebulan berarti sabar pandemiprokes bulan lagi itupun baru separo dosis alias suntikan pertama,"['vaksinasi', 'minimal', 'juta', 'penduduk', 'laju', 'vaksinasi', 'jutahari', 'berarti', 'jutasebulan', 'berarti', 'sabar', 'pandemiprokes', 'bulan', 'lagi', 'itupun', 'baru', 'separo', 'dosis', 'alias', 'suntikan', 'pertama']","['vaksinasi', 'minimal', 'juta', 'penduduk', 'laju', 'vaksinasi', 'jutahari', 'jutasebulan', 'sabar', 'pandemiprokes', 'itupun', 'separo', 'dosis', 'alias', 'suntikan']","['vaksinasi', 'minimal', 'juta', 'duduk', 'laju', 'vaksinasi', 'jutahari', 'jutasebulan', 'sabar', 'pandemiprokes', 'itu', 'paro', 'dosis', 'alias', 'sunti']",vaksinasi minimal juta duduk laju vaksinasi juta hari juta bulan sabar pandemi protokol sehat itu paruh dosis alias suntik
Sekarang ini vaksin ngak di vaksin .. berita nya tolong jangan kematian aja ngapa ?!!!,sekarang ini vaksin ngak di vaksin berita nya tolong jangan kematian aja ngapa ,sekarang ini vaksin ngak di vaksin berita nya tolong jangan kematian aja ngapa ,"['sekarang', 'ini', 'vaksin', 'ngak', 'di', 'vaksin', 'berita', 'nya', 'tolong', 'jangan', 'kematian', 'aja', 'ngapa']","['vaksin', 'ngak', 'vaksin', 'berita', 'nya', 'tolong', 'kematian', 'aja', 'ngapa']","['vaksin', 'ngak', 'vaksin', 'berita', 'nya', 'tolong', 'mati', 'aja', 'ngapa']",vaksin tidak vaksin berita nya tolong mati aja kenapa
Tensi darah yg tinggi apa bisa d vaksin,tensi darah yg tinggi apa bisa d vaksin,tensi darah yg tinggi apa bisa d vaksin,"['tensi', 'darah', 'yg', 'tinggi', 'apa', 'bisa', 'd', 'vaksin']","['tensi', 'darah', 'yg', 'd', 'vaksin']","['tensi', 'darah', 'yg', 'd', 'vaksin']",tensi darah yang di vaksin
"Mau nanya min,saya sudah vaksin tahap 2 tanggal 26 juni 2021 kemarin.tapi kenapa sampai sekarang saya belum dapat sms confim sertifikat nya ya min? Sudah saya cek di peduli lindungi,tdak ada juga sert",mau nanya minsaya sudah vaksin tahap tanggal juni kemarintapi kenapa sampai sekarang saya belum dapat sms confim sertifikat nya ya min sudah saya cek di peduli lindungitdak ada juga sert,mau nanya minsaya sudah vaksin tahap tanggal juni kemarintapi kenapa sampai sekarang saya belum dapat sms confim sertifikat nya ya min sudah saya cek di peduli lindungitdak ada juga sert,"['mau', 'nanya', 'minsaya', 'sudah', 'vaksin', 'tahap', 'tanggal', 'juni', 'kemarintapi', 'kenapa', 'sampai', 'sekarang', 'saya', 'belum', 'dapat', 'sms', 'confim', 'sertifikat', 'nya', 'ya', 'min', 'sudah', 'saya', 'cek', 'di', 'peduli', 'lindungitdak', 'ada', 'juga', 'sert']","['nanya', 'minsaya', 'vaksin', 'tahap', 'tanggal', 'juni', 'kemarintapi', 'sms', 'confim', 'sertifikat', 'nya', 'ya', 'min', 'cek', 'peduli', 'lindungitdak', 'sert']","['nanya', 'minsaya', 'vaksin', 'tahap', 'tanggal', 'juni', 'kemarintapi', 'sms', 'confim', 'sertifikat', 'nya', 'ya', 'min', 'cek', 'peduli', 'lindungitdak', 'sert']",tanya admin saya vaksin tahap tanggal juni kemarin tapi sms konfirmasi sertifikat nya ya admin cek peduli lindung tidak sertifikat
"Ini yg di sebut kontrol otoriter, walaupun sudah di vaksin anda tetap di paksa menggunakan masker saat bekerja, di stasiun dan tempat tempat lainya sampai tujuan mereka tercapai sepenuhnya , sblm sy mengatakan bhwa fatality ratenya sangat rendah dan tingkat kesembuhannya yg sangat tinggi, bandingkan dgn negara lain, Perancis, jerman, spanyol, Inggris, usa sudah tdk mewajibkan masker dan presiden Rusia Vladimir putin tdk mewajibkan warganya utk di vaksin, atau yg paling dekat singapura menganggap covid sbg flu biasa, menggunakan masker setiap 8 jam sehari saat bekerja selama setahun lebih tdk membuat anda sehat, silahkan tnya ahli kesehatan anda justru memperburuk keadaan.",ini yg di sebut kontrol otoriter walaupun sudah di vaksin anda tetap di paksa menggunakan masker saat bekerja di stasiun dan tempat tempat lainya sampai tujuan mereka tercapai sepenuhnya sblm sy mengatakan bhwa fatality ratenya sangat rendah dan tingkat kesembuhannya yg sangat tinggi bandingkan dgn negara lain perancis jerman spanyol inggris usa sudah tdk mewajibkan masker dan presiden rusia vladimir putin tdk mewajibkan warganya utk di vaksin atau yg paling dekat singapura menganggap covid sbg flu biasa menggunakan masker setiap jam sehari saat bekerja selama setahun lebih tdk membuat anda sehat silahkan tnya ahli kesehatan anda justru memperburuk keadaan,ini yg di sebut kontrol otoriter walaupun sudah di vaksin anda tetap di paksa menggunakan masker saat bekerja di stasiun dan tempat tempat lainya sampai tujuan mereka tercapai sepenuhnya sblm sy mengatakan bhwa fatality ratenya sangat rendah dan tingkat kesembuhannya yg sangat tinggi bandingkan dgn negara lain perancis jerman spanyol inggris usa sudah tdk mewajibkan masker dan presiden rusia vladimir putin tdk mewajibkan warganya utk di vaksin atau yg paling dekat singapura menganggap covid sbg flu biasa menggunakan masker setiap jam sehari saat bekerja selama setahun lebih tdk membuat anda sehat silahkan tnya ahli kesehatan anda justru memperburuk keadaan,"['ini', 'yg', 'di', 'sebut', 'kontrol', 'otoriter', 'walaupun', 'sudah', 'di', 'vaksin', 'anda', 'tetap', 'di', 'paksa', 'menggunakan', 'masker', 'saat', 'bekerja', 'di', 'stasiun', 'dan', 'tempat', 'tempat', 'lainya', 'sampai', 'tujuan', 'mereka', 'tercapai', 'sepenuhnya', 'sblm', 'sy', 'mengatakan', 'bhwa', 'fatality', 'ratenya', 'sangat', 'rendah', 'dan', 'tingkat', 'kesembuhannya', 'yg', 'sangat', 'tinggi', 'bandingkan', 'dgn', 'negara', 'lain', 'perancis', 'jerman', 'spanyol', 'inggris', 'usa', 'sudah', 'tdk', 'mewajibkan', 'masker', 'dan', 'presiden', 'rusia', 'vladimir', 'putin', 'tdk', 'mewajibkan', 'warganya', 'utk', 'di', 'vaksin', 'atau', 'yg', 'paling', 'dekat', 'singapura', 'menganggap', 'covid', 'sbg', 'flu', 'biasa', 'menggunakan', 'masker', 'setiap', 'jam', 'sehari', 'saat', 'bekerja', 'selama', 'setahun', 'lebih', 'tdk', 'membuat', 'anda', 'sehat', 'silahkan', 'tnya', 'ahli', 'kesehatan', 'anda', 'justru', 'memperburuk', 'keadaan']","['yg', 'kontrol', 'otoriter', 'vaksin', 'paksa', 'masker', 'stasiun', 'lainya', 'tujuan', 'tercapai', 'sepenuhnya', 'sblm', 'sy', 'bhwa', 'fatality', 'ratenya', 'rendah', 'tingkat', 'kesembuhannya', 'yg', 'bandingkan', 'dgn', 'negara', 'perancis', 'jerman', 'spanyol', 'inggris', 'usa', 'tdk', 'mewajibkan', 'masker', 'presiden', 'rusia', 'vladimir', 'putin', 'tdk', 'mewajibkan', 'warganya', 'utk', 'vaksin', 'yg', 'singapura', 'menganggap', 'covid', 'sbg', 'flu', 'masker', 'jam', 'sehari', 'setahun', 'tdk', 'sehat', 'silahkan', 'tnya', 'ahli', 'kesehatan', 'memperburuk']","['yg', 'kontrol', 'otoriter', 'vaksin', 'paksa', 'masker', 'stasiun', 'lai', 'tuju', 'capai', 'sepenuh', 'sblm', 'sy', 'bhwa', 'fatality', 'ratenya', 'rendah', 'tingkat', 'sembuh', 'yg', 'banding', 'dgn', 'negara', 'perancis', 'jerman', 'spanyol', 'inggris', 'usa', 'tdk', 'wajib', 'masker', 'presiden', 'rusia', 'vladimir', 'putin', 'tdk', 'wajib', 'warga', 'utk', 'vaksin', 'yg', 'singapura', 'anggap', 'covid', 'sbg', 'flu', 'masker', 'jam', 'hari', 'tahun', 'tdk', 'sehat', 'silah', 'tnya', 'ahli', 'sehat', 'buruk']",yang kontrol otoriter vaksin paksa masker stasiun lain tuju capai sepenuh belum saya bahwa fatality rate rendah tingkat sembuh yang banding dengan negara perancis jerman spanyol inggris usa tidak wajib masker presiden rusia vladimir putin tidak wajib warga untuk vaksin yang singapura anggap covid bagai flu masker jam hari tahun tidak sehat silah tanya ahli sehat buruk
