Username,Komentar,Label
iluhginger,@kemenkes_ri  mau bertanya ..kalo bapak  sy lansia mau vaksin 1 di daerah lain ( sumba) sebab sekarang posisi di sana selama 10 hari mau pulang  mesti menujukan kartu vaksin 1  dan pertanyaan saya  apakah bisa vaksin 2 di dapatkan di daerah  lain (ktp bali) atau berbeda daerah dengan vaksin 1 ...terima kasih tolong pencerahanya,Positif
apefwijaya9,Abis di vaksin knp indra perasa dan penciuman jd terganggu pdhl sblm vaksin saya baik baik saja.,Negatif
vicd83,"Saya ingin bertanya, apakah sebelum vaksin, calon penerima vaksin perlu mengetahui dan konfirmasi status covid nya apakah positif atau negatif dahulu? Dampaknya akan seperti apa jika calon penerima vaksin tersebut positif (namun tidak disadari dirinya status positif) dan tetap memutuskan untuk menerima vaksin?",Netral
me_niatur,"Amit-amit jangan sampai muncul kluster vaksinasi! Kegiatan vaksinasi digalakkan, tapi penyelenggara tak mampu menjalankan prokes ketat saat kegiatan vaksinasi berlangsung! Yg datang niat sehat pengen divaksin, sampai di tempat vaksin orang2 pada bejubel, desak-desakan menunggu divaksin. @kemenkes_ri  juga proaktif lah dalam pengawasan prokes saat kegiatan vaksinasi berlangsung. Yg ngadain pasti orang2 yg dalam bidang kesehatan kan?! Pasti paham prokes nya seperti apa! Jangan main-mainlah dengan kesehatan kami warga.",Negatif
momon_margo,Halo @kemenkes_ri Saya Udah Di vaksin 2x. Tapi sertifikat nya Di print oleh petugas dengan nomer hp dan NIK salah. Petugas nya bilang Tidak masalah. Sekarang saya Tidak bisa tunjuk kan digital vaccine sertifikat. Bagaimana nih?,Positif
purnamasariseptiindah,Saya 3 Juli 2021 jadwal vaksin covid19. Saat screening ditanya ada riwayat alergi.. saya jawab ada.. saya alergi udang. Kl gak makan yaa gak alergi. Seperti apa alerginya? Bintik merah hanya dibagian lipatan tubuh.. seperti lengan... ketiak... lipatan kaki.. tidak sekujur tubuh.. lalu sesek nafas sedikit dan mau muntahin udang itu. Lalu saya ditolak vaksin katanya... takut trjadi KIPI  atau kejang kejang... di puskesmas ini tidak ada alatnya... harus vaksin di rumah sakit. Kok dikatain habis suntik kejang kejang saya jadi parno yaa sama kata tu bu dokter.,Negatif
psakuntala,"Aku beloman vaksin budok, pen vaksin, tapi ada rhinitis, asma dan bronkitis asmatis. Mau kontrol tapi beloman sempet hiks. Mending kontrol dokter paru dulu apa langsung cus ke tempat yg kasih vaksin ya? Bingung saya ??",Netral
nov_anita,"Daftar vaksin sana sini gak bisa, yg bisa cm yg di prioritaskan dan domisili. Giliran ada tempat untuk mahasiswa vaksin, yg di prioritaskan jg ikut di tempat yang sama dan jadilah saya gak dapat vaksin sampai sekarang",Negatif
sirungwangsa.smi,"""Mengapa Ada Dokter dan Ilmuwan yang Anti-Vaksin? - Tirto.ID"" https://tirto.id/mengapa-ada-dokter-dan-ilmuwan-yang-anti-vaksin-ggcT Jangan sampai websitenya ini diblok, kalau sampe diblok, sungguh mencurigakan.",Negatif
iqbalmaulnasinagaa,Menurut saya buat aja vaksin dari rumah kerumah kalo vaksin cuma di satu tempat bisa buat cluster baru covid,Positif
trivenahani,Cari info vaksin dimana,Positif
runaaaaf,"tolong kemenkes, coba hilangkan aturan daerah2 yg masih mewajibkan KTP daerah tsb yg hanya bisa dapet vaksin. kami perantau juga butuh vaksin. kalau gini ceritanya kapan vaksin bisa selesai bagi semua masyarakat.",Positif
sankersitumorang,dokter kalau udah di vaksin boleh olahraga lari dokter,Positif
andhy_nd,Vaksinasi untuk umum kapan ya admin bagaimana cara daftarnya kalau kita di jakarta tapi ktp daerah,Positif
latiifsulaiman,@kemenkes_ri cara mendapatkan vaksin pfizer bagaimana prosedur nya ?,Positif
resti76,"Saya ingin divaksin (daerah Cianjur) tapi sulit mendapatkan info vaksin masal. Sy inginnya setiap ada vaksin masal, diumumkan dulu di media sosial setempat supaya tdk ketinggalan. Harus dimana ya saya mencari infonya. Btw, sy sdh bertanya ke akun RS  dan Dinkes setempat, tapi tdk ada respon.",Positif
beaman2008,"Saya malah tambah lemes dan kayak tenaga dihilangkan,ini vaksin apa racun",Negatif
sherleypasanea,"Mohon info bulan ini untuk vaksin di Bekasi, kira2 dimana yah ? Makasih",Positif
almavarani,"@kemenkes_ri  Info dong min, apakah vaksin moderna yg katanya bs u mereka yg punya komorbid akan gratis jg? Kl iya kapan ya dilaksanakan ke tingkat desa2",Positif
putrifany82,Saya sudah vaksin tapi belom dapet sms nya.. gimana ini min.. sudah cek di pedulilindungi tapi tidak bisa.. gimana min.. saya vaksin kemaren di korps marinir tni  al.. cilandak timur pasar minggu.. solusinya gimana min..,Positif
mojait_konveksi_jember,Mohon informasi kebijakan untuk penderita autoimun yg blm bisa d vaksin.. jika suatu saat mengurus administrasi/kebutuhan perjalanan.. harus bagaimana ya?? Terimakasih,Netral
ikimergokahanan,"mau tanya saya kan sudah vaksin pertama, lha katanya biasanya ada sms ya tentang tgl pelaksanaan vaksin kedua. kok saya tidak dapat pemberitahuan tgl vaksin keduanya ya?",Positif
terasasolo,"Ijin bertanya,, jika syarat perjalanan ada kartu vaksin, lalu bagaimana bagi yg belum bisa divaksin karena memiliki riwayat jatung dan asma ataupun ibu hamil tetapi mereka haru melakukan perjalanan bisnis?",Netral
fidutcassie,"saya sudah vaksin pertama dan kedua tetapi tidak dapat sms sertfkt digital vaksin, sdh login jg di aplikasi pelindung lindungi, tetapi tetap tidak ada sertifikat vaksin, bagaimana solusinya supaya dapat sertifikat vaksin",Positif
nrpdnsc,"Syarat perjalanan domestik menggunakan transportasi umum syaratnya adalah menunjukkan surat bukti sudah divaksin. Nah masalahnya nih ya, vaksinasi belom merata bos. Ibarat lu nge-gacha lah. Pas kebetulan lu udah divaksin, lu bisa bepergian. Lah rakyat yang belom divaksin? Padahal tiap orang punya kepentingan bepergian. Apalagi anak-anak, remaja, dan dewasa, belom ada tuh jatah vaksinasi dari pemerintah. ""Ya vaksin sendiri aja di rumah sakit."" Loh, kebanyakan orang pasti berpikir, kalo udah disediain dan gratis, buat apa kita milih yang bayar. Jadi gimana nih, masa yang bebas bepergian cuma segelintir orang, yang lainnya ga. Ga mau dikatain diskriminasi kan. Makanya, vaksinasi itu harus disegerakan pemerataannya.",Negatif
aldianop,"Saya td seharusnya vaksin tp gagal karena kurang enak badan, apa bisa vaksin di daerah lain?",Positif
firenwind,@kemenkes_ri Sy mendapat konfirmasi utk vaksin di JIexpo yg diadakan TNI Walubi tgl. 4 .. barusan terima  konfirmasi tempat berubah mjd GBK. tanpa jadwal/tgl. maksudnya bgm ini ya??? mohon penjelasan agar tidak membingungkan???????? @walubi @tni_update,Netral
radamel_uniform,"Jadi SERTIFIKAT NYA bgm? Sudah vaksin tp belom dpt sertifikat.. Jangan bilang harus hubungi 119 lagi ya. Itu hotline ga berguna. Ga nyambung apapun. Jangan juga bilang cek di pedulilindungi. Itu juga ga bisa. Sudah memasukkan nomor hp yg benar di awal. Ayo dong dijawab. Buat yang merasa punya masalah yang sama, tolong like sebanyak2 nya. Supaya trending ke atas dibaca oleh pihak2 yg berwenang. Saya akan tanyakan hal ini terus2 an.",Negatif
alfeuz_,Vaksinasi mandiri disolo dimana ya min? @kemenkes_ri,Positif
soekma_aja,"Hai Min. Mohon info lokasi-lokasi vaksinasi covid di tarakan, balikpapan dan samarinda donk. Sangat minim info di publik Min.",Positif
aae_man,"bukanya kita gak mau vaksinasi lah wong vaksin aja masih langka??, jangan jadiin syarat sudah vaksinasi untuk ini dan itu, sebelum vaksin tumpah ruah tanpa antri dan ribet mendapatkanya",Negatif
istiq008,Aku blm di vaksin ????,Negatif
bagustabah13,Itu dokter udh di vaksin blum,Netral
ciakienan,Vaksin tgl 23juni. Belum dapat sms. Cek di pedulilindungi tidak terdaftar/ tidak ada. Telpon 119 sibuk terus. Gmn ya minta tolong cara cek yg sudah vaksin pertama @kemenkes_ri,Positif
marlini_ummu_syifa,Apakah anak2 umur 15 thn sdh bisa di vaksin ?...,Positif
fenska_y,"Setelah vaksin ada diare berat,asam lambung naik,lemas dan keringat dingin..apa masih bisa lanjut untuk vaksin ke 2?",Negatif
mhaikal_firnando,KTP luar domisili gimana? HARUSNYA TIAP WARGA YG PUNYA E- KTP tetap boleh divaksin... Di puskesmas manapun dan dapat sertifikatnya,Positif
imel_purple,"Sudah vaksin sertifikat blm muncul muncul udah lapor ke 119 setiap hari telpon cm suruh nunggu melulu temen yg lain semua udah dpt l,  buat kerja dan apapun diminta sertifikat vaksin, terus aq mesti gmn @kemenkes_ri",Positif
saikutok,Lokasi vaksin,Positif
elsi.blink,saya mau dong dok di vaksin...tp gmna cara dan kemana ? tlong infonya,Positif
kyungara_,Ibu hamil udh bs vaksin?,Netral
nita_indri_hardjasoemantri,"Saya asthma dan menolak vaksin, kalau sampai ada pemaksaan dan saya kenapa2..apakah pemerintah akan bertanggung jawab??",Negatif
alinagretaku,Gimna mo vaksin klo bil semuanya full dan kuota hbs padahal sdh antree dari subuh,Negatif
agungpdwntr,"Baru mau vaksin h-2 malah positif covid, sulit-sulit emang????",Positif
oofkae,halo aku udah daftar vaksin untuk usia 12+ di JAKI https://vaksinasi-corona.jakarta.go.id/ thank u buat orang baik yang mau divaksin??,Positif
geniusiq_official,"Salam sehat  bapak  @JokowiVarian #Delta Covid-19 Sudah Menyebar, Daya Tular hingga 10 Kali Lipat Sangat berbahaya dan mematikan yang tidak dianggap penting di kota besar #Makassar, yang menjadi kuburan.  Dapatkan (( #vaksin_Pfizer)), bukan vaksin lain yang tidak berfungsi.",Negatif
ferli_fadli,"Gw udh vaksin ke 2 tgl 30 Mei 2021 di istora senayan, tp sampai skrg belum keluar sertifikatnya, mhn arahaannya, thx",Positif
paulusw_,Tolong hapus vaksin domisili  kasihan anak rantau min,Netral
dinsimary,"Min izin tanya, kalau instansi kita mau jadi mitra penyelenggara vaksin gimana ya min?",Netral
muhammadaliyuddinismail,Ada gak vaksin pfizer @kemenkes_ri,Netral
nnadyrn_,Kalo punya komorbid terus divaksin bisa kena covid ya min?,Netral
cahyadidarmawan,"Kenapa ya Indonesia itu selalu ribet dengan birokrasi. Mau vaksin anak anak saja harus dengan kartu keluarga ??? Hanya vaksin saja dibawa orangtua, sepertinya sudah cukup. Hanya tinggal data saja. Dipermudah saja supaya target tercapai",Negatif
shila14_04,Ibu menyusui boleh di vaksin gk y??@kemenkes_ri,Netral
thedywirawan,"Kenyataan orang lebih cepet mati karna tidak makan klo aturan tidak dibarengi solusi vaksin yang cenderung sangat lambat pada kenyataannya, hanya orang yang punya koneksi dan daerah elit saja yg bisa vaksin @kemenkes_ri @jokowi",Negatif
sigiannijohn,Vaksin gratis di balikpapan dimana ya?,Positif
dwinoviyanti.1997,Apakah ibu menyusui aman untuk vaksin soalny kmrn saya divksin sudah tnya barusn lahrn aman awlny sdkit ragu tkut brpngruh keanak dn asi...tlong dijwab yaa pak bu....,Positif
yanwar_anto,"Mau nanya untuk PPKM Darurat ini,, kan perjalanan jauh pake transportasi umum pake surat vaksin.. kalau disini vaksin masih terbatas bagaimana?? Itupun diperuntukkan umur 50 tahun keatas..",Negatif
rifan_nz18,"Gimana mau vaksin orang cuma 60 vaksinnya, orangnya lebih, dan ga didata gitu, ga dikasi undangan lah apa lah. Cuma dibilang Yang mau vaksin dateng ke puskesmas ??",Negatif
saraahkhairunnisa,Min mau daftar vaksin tapi tanggalnya salah ternyata hari ini dan jam nya udah lewat. Gimana ya?,Positif
atikwidiyanti1,Update min. Skrg udah brpa % yg di vaksin..klo bisa update harian,Netral
princesstinagolan01,"Hi admin @kemenkes_ri , tolong berikan informasi kemana saya harus mengajukan pengeditan nama yang tertulis di serifikat vaksin karena penulisan nama saya salah. Tolong dibantu ya admin. Terimakasih ??",Netral
binhefo,"apa vaksin untuk anak 12 th sd 17 th sudah ada dan di.mana daftarnya, trima kasih",Positif
hand_tanjung,"Saya bukan ga mau di vaksin, dah ke puskesmas malah ditolak, karena belum jadwal untuk umum. Jd salah siapa??? Wilayah kab kampar riau",Negatif
renhars,Sesuai berita https://www.google.com/amp/s/www.cnnindonesia.com/nasional/20210620143046-20-656895/daftar-lokasi-vaksinasi-gratis-kodam-jaya-di-jadetabek/amp terdapat 11 faskes Kodam Jaya menerima vaksin gratis 17/6-17/8. Tapi hari ini kami telepon @rspadgs ternyata VAKSIN HANYA UTK KELUARGA ANGKATAN DAN NAKES. Ini @cnnindonesia yang salah atau @kodamjayakarta ya? Tolong utk transparansi program vaksin ini jangan kami rakyat bodoh dipermainkan terus menerus oleh mereka yang punya jabatan dan kuasa. Tolong Pak @jokowi,Negatif
quena_que,"Pingin vaksin, tapi KTP beda provinsi. Nasib²... Anak rantau... ??????",Positif
renhars,Bagaimana mau divaksin wong udah daftar dari tgl 28/6 ndak dipanggil sama @kelurahan_jatiwaringin padahal katanya dipanggil tgl 30/6 untuk screening dan dapat vaksin tgl 1/7 ini. Tapi sampai skrg tidak ada pemberitahuan sama sekali. Sama seperti @rsud.pondokgede yang meminta menelepon di awal bulan utk daftar vaksin tapi setelah ditelepon malah dibilang belum buka pendaftarannya. Tolong ya @dinkeskotabekasi ditelusuri apa benar vaksin belum ada lagi? Petugas @medsospolsekpdgd menyebutkan hari ini tersedia 25.000 vaksin tapi kemana semua itu? Apa mereka semua simpan hanya untuk keluarga angkatan dan juga nakes? Bagaimana ini solusinya @kec.pondokgede,Negatif
dauzjyd,Vaksin tahap 3 segera rilissss ??????,Positif
nelda.noviyana,"Haloo min, tgl 11 juni lalu aku kan vaksin astrazeneca, aku ga tau kalo pada saat itu aku sedang hamil, apakah itu aman utk bayi aku??? Terus utk dosis ke dua apa perlu si lanjutkan vaksinnya??? Mohon jawabannya ya karna saya bingung",Positif
wmthedent,"Saran: 6M+V..tambahannya yaitu Menghindari makan bersama,dan Vaksinasi",Positif
ardivan09,Dimana lokasi bisa Vaksin AstraZeneca di Jakarta ?? Mohon infonya. Terima Kasih,Positif
desipurwanti18,Min kalo habis vaksin TT harus nunggu berapa lama untuk vaksin covid?,Netral
malvinaiscaura,Info vaksin sinovac anak anak dimana ya?,Positif
kmiladwi,Ditempat saya tambun utara yg dapet jatah vaksin cuma pengurus rt rw n yg akrab sama para pengurus itu. Padahal kami warga biasa sudah seneng banget denger ada vaksinasi dikantor kelurahan n cukup dateng bawa ktp...tp nyatanya sampe sana ditolak??????,Negatif
aning_albaba,Datang vaksinasi ke puskesmas DKI hari ini aman. Gk ada kerumunan. Semua tertib. Semoga yg lain bisa merasakan pengalaman yang sama. Tetep sehat ya dan tetep patuh prokesnya.,Positif
aeniyahwijaya,Mau tanya untuk ganti nomor handphone yang terdaftar di kartu vaksinasi covid-19 bagaimana yah??,Netral
irma_nurliana,"Susah sekali cari vaksin, kesana kesini penuh, coba ke desa kuota penuh ??",Negatif
batikkoedoep,Belum dapat jatah vaksin nih.,Negatif
alfanakbarr,"@kemenkes_ri di tasikmalaya pelaksanaan di lapangannya sangat dipersulit utk umum diatas 18 thn. Hari ini saya udh ke 3 lokasi ditolak dengan alasan yg berbeda2. Ke Poltekkes tasikmalaya ditolak dgn alasan khusus dosis ke-2, ke Asia Plaza ditolak dgn alasan khusus jemaat gereja, pegawai asia plaza, atau punya surat rekomendasi kodim, ke puskesmas paseh ditolak lagi katanya belum bisa utk umum usia 18 keatas. Kenapa harus dipersulit syarat2nya. Minimal setingkat poltekkes yg vertikal dari kemenkes harusnya bisa untuk umum siapa saja, sesuai informasi dari kemenkes bbrp hari yg lalu bahwa skrg bebas vaksin tanpa domisili utk usia 18+ di faskes vertikal kemenkes",Negatif
cindycicilya.n,Vaksin 1 kapan ready ya untuk duri riau??,Positif
lukmansaputra93,Untuk jarak vaksin pertama dan kedua itu berapa lama ya dok..soalnya saya hanya berjarak 14 hari sedangkan yang saya baca diperaturan kemenkes yang baru itu 28 hari agak efektif,Netral
nadyanf.09,Alhamdulillah sy sudah vaksin tahap 1 dan sudah mendapat sertifikat.Smoga diperlancar untuk vaksinasi ke 2,Positif
raynoldyoktora,"2 hari lalu tepatnya selasa malam saya menerima sms dari @halodoc  untuk siap divaksin dan menentukan jadwal vaksin di @puskesmasklampis saya pun memilih waktu keesokan harinya, setiba di sana saya sampaikan pada pihak puskesmas yang bertugas bahwa saya ini berdomisili di surabaya hanya ktp saya masih ktp luar surabaya, mereka sampaikan tidak masalah lanjut saja antri kalau dari halodoc, saya pun mengikuti arahan mereka setelah antri 2jam setengah giliran nomor antrian saya di panggil untuk mengecek data eh dibilang nggak bisa, harus ada surat domisili… saya mencoba untuk tetap menahan emosi saya, nah sekarang saat surat domisili sdh ada mereka katakan tunggu lagi sms dari halodoc, sedangkan pihak puskesmas @puskesmasklampis melaporkan di aplikasi halodoc bahwa saya telah divaksin dengan bukti aplikasi saya yang terkonfirm saya telah divaksin dosis pertama.. niat mau vaksin semakin tidak ada kalau terus seperti ini caranya.. semoga @kemenkes_ri bisa follow up keluhan saya ini…",Negatif
irrmaandrean,"Sebelum di vaksin tdinya GK kenapa2 bahkan sakit aja bisa di bilang jarang banget,eh abis di vaksin sekarang malah sakit2n bae,itu gmna min???",Negatif
kambingpepi,Masi susah nih di bandung dpt informasi terpusat soal lokasi vaksin n kuotanya,Negatif
bang_hh_24,Faktanya di lapangan untuk mendapatkan vaksin masih terbatas karena sekala prioritas dan kouta. Permudahkan kita untuk menyukseskan program pemerintah untuk vaksin. ??,Negatif
indra_sayafauw,Sdh vaksin masih jaga² ? Lalu fungsi vaksin apa?,Negatif
borneogold_88,"Lama nunggu giliran vaksin, kalau daftarnya melalui RT. Ini di tempat saya lansia saja belum dapat sampai sekarang. Alasan RT nunggu giliran. Daftar langsung ke puskesmas juga gak bisa, katanya harus melalui RT. Di daerah perumahan rengganis, kelurahan gunung bahagia, balikpapan selatan, kaltim. Padahal yg di pelosok lansia sdh dapat, ini yg di kota malah sulit.",Negatif
aprianti_kartika,"Kemarin mau vaksin ga jadi karena tempat vaksinnya berjubel, yg nunggu divaksin banyak yg buka masker, makan,minum,ngerokok.",Negatif
rizwandyricky11,Trus fungsix vaksin untuk apa???,Negatif
adibordiv,"mimin, kemarin di berita jangan takut vaksin, gerakan ayo vaksin, td  ko saya liat diberita rame2 pada mau vaksin warganya ko malah dengan alasan kejauhan, kuota habis, itu gmana ya? jadi kita ini disuruh vaksin atau ngga sih?",Negatif
susanellenkamagi,"Mau nanya saya kan ibu menyusui, kpengen vaksin tapi status saya sedang menderita kista ovarium, kira kira aman aja kah untuk vaksin?",Netral
ekarizki03,"Sudah vaksin 2x, tapi sekarang positif covid.. alhamdulillah yg gejala yg dirasain itu ga berat",Positif
_novi23_,Tinggal nunggu vaksin yg ke duaaa??,Positif
byldeasy,"Tanya kemnkes : kok udah vaksin masih bisa kena COVID-19 lagi?? jadi hrs vaksin lagi ga sih buat virus yg bermutasi yang sekarang lagi hype??? Padahal kan imun udah kebentuk yah, kok masih bisa jebol.",Negatif
farleychill,The key point is klo mau dpt kekebalan kelompok yg divaksin minimal 70%.,Positif
